epoch,loss,mae,val_loss,val_mae
1,0.04517054185271263,0.11980243772268295,0.013489700853824615,0.054315004497766495
2,0.014683417044579983,0.06569118797779083,0.013317913748323917,0.05698039382696152
3,0.014510782435536385,0.0675947368144989,0.013445445336401463,0.0538318045437336
4,0.014397106133401394,0.06776593625545502,0.012989443726837635,0.058681584894657135
5,0.013989507220685482,0.06808671355247498,0.012483839876949787,0.06032497063279152
6,0.013791736215353012,0.06679309904575348,0.012342805974185467,0.06423136591911316
7,0.01372983306646347,0.06625392287969589,0.012676918879151344,0.05095575749874115
8,0.013565052300691605,0.06569486856460571,0.012216448783874512,0.05839889496564865
9,0.01351592130959034,0.06557830423116684,0.012168037705123425,0.05690368264913559
10,0.01349100936204195,0.06499015539884567,0.012224926613271236,0.053983502089977264
11,0.01328353863209486,0.06393866240978241,0.011913130059838295,0.059048980474472046
12,0.013103293254971504,0.06355617940425873,0.01185594778507948,0.06453979760408401
13,0.012849676422774792,0.06276191771030426,0.011253966018557549,0.05553711950778961
14,0.012293683364987373,0.060023609548807144,0.01098355557769537,0.05287220701575279
15,0.012034195475280285,0.05814425274729729,0.011080892756581306,0.052522823214530945
16,0.011656470596790314,0.056822486221790314,0.011079929769039154,0.04482319578528404
17,0.011863778345286846,0.057162657380104065,0.011236538179218769,0.06378133594989777
18,0.011627803556621075,0.0574316680431366,0.011095677502453327,0.04526643082499504
19,0.01160438172519207,0.056121908128261566,0.01119997352361679,0.06146818771958351
20,0.011501409113407135,0.056494321674108505,0.010634144768118858,0.04825650155544281
21,0.01144641637802124,0.0558432899415493,0.01075834222137928,0.04620978981256485
22,0.011448336765170097,0.055949121713638306,0.010560663416981697,0.047529883682727814
23,0.011209115386009216,0.055424876511096954,0.010501216165721416,0.05275152996182442
24,0.01127540972083807,0.05533333495259285,0.010333891957998276,0.04887829348444939
25,0.011247972957789898,0.05472203344106674,0.010401828214526176,0.05244380608201027
26,0.011262890882790089,0.05525219812989235,0.010548664256930351,0.05562146008014679
27,0.01109950989484787,0.054542336612939835,0.010786929167807102,0.059657853096723557
28,0.011084415949881077,0.05476800724864006,0.01039314828813076,0.05453106015920639
29,0.010988504625856876,0.05339796096086502,0.010168774984776974,0.050256457179784775
30,0.010946615599095821,0.05452784150838852,0.010467931628227234,0.05499633401632309
31,0.01099323108792305,0.054991625249385834,0.010092887096107006,0.04958707466721535
32,0.010887565091252327,0.05470799654722214,0.010116972960531712,0.047447241842746735
33,0.010833592154085636,0.05352874472737312,0.01005630288273096,0.046532660722732544
34,0.0109315300360322,0.054340165108442307,0.010104317218065262,0.046800363808870316
35,0.010799694806337357,0.05407335236668587,0.010276888497173786,0.049309782683849335
36,0.010652458295226097,0.05373651161789894,0.010126914829015732,0.04951561614871025
37,0.010666119866073132,0.054068196564912796,0.010213692672550678,0.051901280879974365
38,0.01064442191272974,0.053367141634225845,0.010113395750522614,0.04818122833967209
39,0.0106431245803833,0.05313766002655029,0.010086898691952229,0.050327032804489136
40,0.010672809556126595,0.053267333656549454,0.01035278756171465,0.05357261374592781
41,0.010676969774067402,0.0530947670340538,0.010141661390662193,0.05321648716926575
42,0.010579628869891167,0.05358987674117088,0.010040118359029293,0.04944845661520958
43,0.010528394021093845,0.05356964096426964,0.010015612468123436,0.048546019941568375
44,0.01052635908126831,0.053118761628866196,0.010219322517514229,0.05371907353401184
45,0.010605806484818459,0.05358787998557091,0.010176482610404491,0.05160989984869957
46,0.01046775747090578,0.05316324159502983,0.010084332898259163,0.04827997833490372
47,0.010624202899634838,0.053313661366701126,0.010564927011728287,0.04256356135010719
48,0.010542187839746475,0.052986547350883484,0.010445395484566689,0.05567745119333267
49,0.010555743239820004,0.05347762629389763,0.010060295462608337,0.048332322388887405
50,0.010557394474744797,0.05330892652273178,0.010005583055317402,0.046372465789318085
51,0.010538513772189617,0.05333564803004265,0.010105157271027565,0.05126020684838295
52,0.010441497899591923,0.05292427912354469,0.010080086067318916,0.05107425898313522
53,0.010405766777694225,0.052594397217035294,0.010069007985293865,0.05173930898308754
54,0.010412751697003841,0.05306989327073097,0.010036814026534557,0.04810270667076111
55,0.010454877279698849,0.05219479650259018,0.009976807050406933,0.04833171144127846
56,0.010432937182486057,0.05265965312719345,0.009975651279091835,0.04720115661621094
57,0.010471208952367306,0.05295207351446152,0.010166686028242111,0.051901184022426605
58,0.010411352850496769,0.053042396903038025,0.009983363561332226,0.04745063930749893
59,0.010377771221101284,0.052401039749383926,0.010100992396473885,0.05202844738960266
60,0.010407265275716782,0.05303223058581352,0.010025925002992153,0.04993480443954468
61,0.010341428220272064,0.05249593406915665,0.010096884332597256,0.045163050293922424
62,0.010305511765182018,0.052398499101400375,0.010023945942521095,0.049706682562828064
