epoch,loss,mae,val_loss,val_mae
1,0.00267000962048769,0.027805207297205925,0.002667298773303628,0.034561239182949066
2,0.0021965964697301388,0.02250712923705578,0.0022326724138110876,0.02020450495183468
3,0.002124244347214699,0.021393781527876854,0.0022197917569428682,0.019341107457876205
4,0.0021108132787048817,0.021009786054491997,0.0022174569312483072,0.019429979845881462
5,0.0020894852932542562,0.020843077450990677,0.002260052366182208,0.02369817905128002
6,0.002075532218441367,0.020519278943538666,0.0021904322784394026,0.01766454242169857
7,0.0020574829541146755,0.02002139948308468,0.002237243577837944,0.02312760055065155
8,0.0020452041644603014,0.02003205381333828,0.002212913939729333,0.022255154326558113
9,0.0020482090767472982,0.02000361867249012,0.002170967636629939,0.018256746232509613
10,0.0020251022651791573,0.019717587158083916,0.0021807942539453506,0.020406952127814293
11,0.0020189585629850626,0.019537782296538353,0.0022113968152552843,0.017998749390244484
12,0.002024478744715452,0.019521087408065796,0.002166480990126729,0.019377782940864563
13,0.002007419243454933,0.019324354827404022,0.0021546108182519674,0.018585288897156715
14,0.0020151599310338497,0.019280942156910896,0.0021607785020023584,0.016661163419485092
15,0.002008832525461912,0.019045574590563774,0.0021613147109746933,0.01591029018163681
16,0.0020082062110304832,0.01919577270746231,0.002146374434232712,0.018174687400460243
17,0.0019878321327269077,0.018824243918061256,0.0021377471275627613,0.018117167055606842
18,0.0019886894151568413,0.01904345117509365,0.0021448989864438772,0.016533436253666878
19,0.001986901508644223,0.018981754779815674,0.002136136405169964,0.01729104295372963
20,0.0019862069748342037,0.018572458997368813,0.0021431180648505688,0.018981192260980606
21,0.0019895178265869617,0.019031811505556107,0.002150695538148284,0.01891978643834591
22,0.0019797561690211296,0.018831679597496986,0.002129707485437393,0.017186908051371574
23,0.001984907081350684,0.01860583759844303,0.0021857251413166523,0.022615300491452217
24,0.001980831380933523,0.0186994057148695,0.0021637873724102974,0.020638879388570786
25,0.0019821468740701675,0.01899830624461174,0.002134578535333276,0.01742297038435936
26,0.0019649392925202847,0.018343336880207062,0.002132053254172206,0.018188435584306717
27,0.00196751207113266,0.0185494814068079,0.0021318048238754272,0.015575872734189034
28,0.0019707686733454466,0.018400337547063828,0.0021427590399980545,0.018266776576638222
29,0.001960619818419218,0.01846613734960556,0.002186806406825781,0.021288253366947174
30,0.0019610438030213118,0.01856020838022232,0.002120264805853367,0.016325397416949272
31,0.0019683418795466423,0.018663061782717705,0.0021323913242667913,0.01566259376704693
32,0.001959312940016389,0.01834825798869133,0.002123309765011072,0.015871744602918625
33,0.0019570153672248125,0.018721148371696472,0.002180405892431736,0.018126988783478737
34,0.0019496784079819918,0.018341688439249992,0.0021157958544790745,0.01775629259645939
35,0.0019509142730385065,0.018515201285481453,0.0021192370913922787,0.01534269005060196
36,0.0019418180454522371,0.018030310049653053,0.002162855351343751,0.022064587101340294
37,0.0019376975251361728,0.018143875524401665,0.002113149967044592,0.017691535875201225
38,0.001936353393830359,0.018130317330360413,0.002125481376424432,0.01691301167011261
39,0.0019382672617211938,0.018330413848161697,0.0021958723664283752,0.020296240225434303
40,0.0019465817604213953,0.018351322039961815,0.0021225311793386936,0.017080264165997505
41,0.0019265228183940053,0.018145762383937836,0.002118800999596715,0.016465144231915474
42,0.001921001123264432,0.018248625099658966,0.002120290882885456,0.019752629101276398
43,0.0019297298276796937,0.018389390781521797,0.002120641525834799,0.01597609370946884
44,0.001932201674208045,0.018326319754123688,0.002126034814864397,0.018236178904771805
45,0.0019323760643601418,0.018193725496530533,0.0021712679881602526,0.02010510489344597
46,0.0019155624322593212,0.01797875016927719,0.0021303598769009113,0.016217214986681938
47,0.0019198444206267595,0.018184924498200417,0.0021338113583624363,0.017392059788107872
