epoch,loss,mae,val_loss,val_mae
1,0.0026117742527276278,0.026819072663784027,0.002259614411741495,0.020976340398192406
2,0.0021535889245569706,0.02175568789243698,0.002229067264124751,0.01840994693338871
3,0.002125570783391595,0.02113913744688034,0.0022196245845407248,0.018994435667991638
4,0.0020918631926178932,0.020803337916731834,0.002214845037087798,0.0201017614454031
5,0.0020762344356626272,0.020659474655985832,0.0022034887224435806,0.019984280690550804
6,0.002055129036307335,0.020324060693383217,0.0021840466652065516,0.018394842743873596
7,0.0020587085746228695,0.020007330924272537,0.0021735799964517355,0.01957184635102749
8,0.0020440719090402126,0.01995910331606865,0.0021965731866657734,0.021135512739419937
9,0.0020269094966351986,0.019725849851965904,0.0021948637440800667,0.016825752332806587
10,0.0020111799240112305,0.019327295944094658,0.0021795136854052544,0.0203863512724638
11,0.002022078726440668,0.019429253414273262,0.0021573901176452637,0.01792045496404171
12,0.001997151179239154,0.019102580845355988,0.002141488716006279,0.017172038555145264
13,0.001996068051084876,0.019049298018217087,0.002143225399777293,0.01768815703690052
14,0.00198856508359313,0.018911166116595268,0.0022009473759680986,0.01592934876680374
15,0.001995069906115532,0.018772078678011894,0.002171019557863474,0.021507592871785164
16,0.0019838593434542418,0.01883256435394287,0.0021365596912801266,0.01811913773417473
17,0.0019877252634614706,0.018703434616327286,0.0021353592164814472,0.017731627449393272
18,0.001983171794563532,0.018743837252259254,0.0021823723800480366,0.019655968993902206
19,0.0019871352706104517,0.018859142437577248,0.0021374928764998913,0.016192613169550896
20,0.0019731619395315647,0.018627915531396866,0.0021455406676977873,0.016050124540925026
21,0.0019730539061129093,0.018476739525794983,0.002126635517925024,0.018244249746203423
22,0.001972141209989786,0.018491867929697037,0.002138763200491667,0.017323939129710197
23,0.0019722371362149715,0.018549282103776932,0.0021517726127058268,0.01853349432349205
24,0.0019599951338022947,0.01849115826189518,0.0021266257390379906,0.019292661920189857
25,0.0019725945312529802,0.01849222555756569,0.0021477993577718735,0.020093072205781937
26,0.0019581038504838943,0.018173405900597572,0.0021376111544668674,0.019912904128432274
27,0.001967883436009288,0.018532752990722656,0.0021495127584785223,0.02103065699338913
28,0.001970646670088172,0.01841813325881958,0.0021092602983117104,0.016746217384934425
29,0.0019451569532975554,0.018273966386914253,0.0021198573522269726,0.016361530870199203
30,0.0019557911437004805,0.018548501655459404,0.002116572577506304,0.016441093757748604
31,0.0019488016841933131,0.018251800909638405,0.002124685561284423,0.015466547571122646
32,0.0019321257714182138,0.018157849088311195,0.00211207359097898,0.016386179253458977
33,0.001943074632436037,0.018360702320933342,0.002183237811550498,0.022312812507152557
34,0.0019376053242012858,0.018276473507285118,0.0021088675130158663,0.015740299597382545
35,0.001929401303641498,0.018099913373589516,0.002165153855457902,0.02082980051636696
36,0.0019347771303728223,0.01840861886739731,0.0021236189641058445,0.015563239343464375
37,0.0019353270763531327,0.018266014754772186,0.002099679782986641,0.016547413542866707
38,0.0019255494698882103,0.018252301961183548,0.002129124477505684,0.016889037564396858
39,0.0019256850937381387,0.017967060208320618,0.0021265430841594934,0.020567646250128746
40,0.0019184520933777094,0.018148478120565414,0.0021719494834542274,0.01781812682747841
41,0.0019324523163959384,0.01823410391807556,0.002114605624228716,0.01772253029048443
42,0.0019355856347829103,0.018119728192687035,0.002101657446473837,0.015932800248265266
43,0.0019198907539248466,0.017848797142505646,0.0021201828494668007,0.018245352432131767
44,0.001925997668877244,0.018128223717212677,0.002131266286596656,0.018833963200449944
45,0.0019265422597527504,0.018203778192400932,0.002123093232512474,0.015463669784367085
46,0.0019268043106421828,0.01819455437362194,0.002116319490596652,0.018720509484410286
47,0.0019178047077730298,0.017821593210101128,0.0021092144306749105,0.016993675380945206
