epoch,loss,mae,val_loss,val_mae
1,0.01320862490683794,0.06185584515333176,0.011539272964000702,0.060125987976789474
2,0.012563185766339302,0.060026463121175766,0.01157321222126484,0.04172581061720848
3,0.01209172047674656,0.056816551834344864,0.010773117654025555,0.05424639210104942
4,0.011822768487036228,0.05641980469226837,0.010646404698491096,0.04545290023088455
5,0.011648464947938919,0.054854266345500946,0.010653367266058922,0.04939675331115723
6,0.011659269221127033,0.05585120990872383,0.010685446672141552,0.053264107555150986
7,0.011507327668368816,0.05466374382376671,0.010657845996320248,0.05326881632208824
8,0.011493265628814697,0.05478702485561371,0.010568918660283089,0.05136828124523163
9,0.011443914845585823,0.054717063903808594,0.010680911131203175,0.04199371486902237
10,0.011392198503017426,0.05417437478899956,0.010486120358109474,0.04677990823984146
11,0.011350275948643684,0.05387704819440842,0.010462192818522453,0.049647264182567596
12,0.011167652904987335,0.05376776307821274,0.01112477108836174,0.04030220955610275
13,0.011211459524929523,0.0532250851392746,0.010437129065394402,0.045407067984342575
14,0.011104399338364601,0.053557466715574265,0.010370416566729546,0.04737496376037598
15,0.011018343269824982,0.05238025262951851,0.011006263084709644,0.05886735022068024
16,0.01107590552419424,0.05320454761385918,0.01036726776510477,0.04554951936006546
17,0.011033790186047554,0.053122252225875854,0.01025878731161356,0.046081408858299255
18,0.010947253555059433,0.05264774709939957,0.010218835435807705,0.04798940196633339
19,0.010866179130971432,0.05200567469000816,0.010283377952873707,0.048265185207128525
20,0.010915824212133884,0.052125848829746246,0.010165853425860405,0.04330683872103691
21,0.01086209062486887,0.05212904140353203,0.01022906880825758,0.04502370208501816
22,0.01087987795472145,0.052189942449331284,0.010222915560007095,0.048722706735134125
23,0.010771320201456547,0.05137717351317406,0.010511167347431183,0.05500887334346771
24,0.010888039134442806,0.05203605815768242,0.010190033353865147,0.04685334861278534
25,0.010659233666956425,0.051916033029556274,0.010079745203256607,0.04289636388421059
26,0.010824546217918396,0.05194566026329994,0.010142957791686058,0.04510270059108734
27,0.01077799592167139,0.05133066326379776,0.01001666858792305,0.04318622872233391
28,0.010703680105507374,0.052065301686525345,0.010123064741492271,0.04488663375377655
29,0.01074300892651081,0.05153251066803932,0.010290590114891529,0.05245747044682503
30,0.010750195942819118,0.0523366704583168,0.010256987996399403,0.041285306215286255
31,0.01060754619538784,0.05089811608195305,0.010119942016899586,0.04219300299882889
32,0.010747170075774193,0.0517883263528347,0.010328153148293495,0.053405240178108215
33,0.010615003295242786,0.05182719603180885,0.010164073668420315,0.04949817806482315
34,0.010555910877883434,0.05135925114154816,0.009948182851076126,0.045028213411569595
35,0.010592442005872726,0.05165809392929077,0.010162451304495335,0.04991690069437027
36,0.010578813962638378,0.051691312342882156,0.010774294845759869,0.05877338722348213
37,0.010547177866101265,0.05202215909957886,0.010077117010951042,0.04172076657414436
38,0.010496769100427628,0.05126475542783737,0.010054584592580795,0.042169518768787384
39,0.01054964680224657,0.051451727747917175,0.010120939463376999,0.044956669211387634
40,0.010563811287283897,0.051092423498630524,0.009973124600946903,0.04422798752784729
41,0.010539060458540916,0.05106451362371445,0.010164606384932995,0.04663320258259773
42,0.01054267305880785,0.051301926374435425,0.01010044477880001,0.05105017498135567
43,0.010473186150193214,0.05111342668533325,0.010109414346516132,0.04625549912452698
44,0.010518895462155342,0.05142100155353546,0.01030242070555687,0.05276080593466759
