epoch,loss,mae,val_loss,val_mae
1,0.01632879115641117,0.04814764857292175,0.014957178384065628,0.04144033044576645
2,0.016328828409314156,0.04814784973859787,0.014957178384065628,0.04144033044576645
3,0.0163288377225399,0.048147860914468765,0.014957178384065628,0.04144033044576645
4,0.016328828409314156,0.04814785718917847,0.014957178384065628,0.04144033044576645
5,0.016328828409314156,0.048147860914468765,0.014957178384065628,0.04144033044576645
6,0.016328828409314156,0.04814787209033966,0.014957178384065628,0.04144033044576645
7,0.016328835859894753,0.04814787209033966,0.014957178384065628,0.04144033044576645
8,0.0163288377225399,0.048147860914468765,0.014957178384065628,0.04144033044576645
9,0.016328828409314156,0.04814787209033966,0.014957178384065628,0.04144033044576645
10,0.016328826546669006,0.04814786836504936,0.014957178384065628,0.04144033044576645
11,0.0163288377225399,0.048147860914468765,0.014957178384065628,0.04144033044576645
